alpha,delta,objective,initial_position_LV,initial_velocity,s0,V_0,car,acc_co,dec_co,com_time
0,1.0,7.438778994267075,3368.231052285657,113,14.0,30,20,279,1.08,1.2024,0 days 00:57:49.325003000
1,0.999041497215064,3.780758441607294,3373.381976633982,113,14.0,30,20,279,1.08,1.2024,0 days 00:15:43.349067000
2,1.0,7.438778994267075,3368.231052285657,113,14.0,30,20,279,1.08,1.2024,0 days 00:57:49.325003000
3,0.999041497215064,3.780758441607294,3373.381976633982,113,14.0,30,20,279,1.08,1.2024,0 days 00:15:43.349067000
4,1.0,2.029211370226263,9232.551547421508,113,9.0,30,20,251,1.32,1.4696,0 days 00:45:08.602288000
5,0.5917107118627224,3.6972308650664334,3497.7221260518404,113,9.0,30,20,251,1.32,1.4696,0 days 00:11:51.075400000
6,1.0,3.3326135735213653,3155.7405934516883,113,13.0,30,20,245,1.49,1.6588666666666665,0 days 00:44:42.623559000
7,0.9358709181483672,3.8952717349946,3103.584585679208,113,13.0,30,20,245,1.49,1.6588666666666665,0 days 00:11:44.376529000
8,1.0,7.606094925122168,,113,6.0,30,20,292,1.13,1.2580666666666669,0 days 00:46:38.022211000
9,0.5115695357562635,7.963185433490843,3877.269610772317,113,6.0,30,20,292,1.13,1.2580666666666669,0 days 00:12:00.552557000
10,1.0,6.2915256800369095,3114.9712204985985,113,13.0,30,20,286,1.43,1.5920666666666663,0 days 00:58:05.416020000
11,0.9253499779092678,4.081495127106669,3043.168531269462,113,13.0,30,20,286,1.43,1.5920666666666663,0 days 00:16:21.570361000
12,1.0,6.963121410781947,4009.563067915763,113,12.0,30,20,319,0.44,0.4898666666666667,0 days 00:50:44.695788000
13,0.7958491609819299,4.45914542834947,3227.558536093137,113,12.0,30,20,319,0.44,0.4898666666666667,0 days 00:12:52.852959000
14,1.0,3.239686892099098,,113,7.0,30,20,325,0.24,0.2672,0 days 01:05:38.098270000
15,0.5138289428665013,6.985820697350213,3858.356371999189,113,7.0,30,20,325,0.24,0.2672,0 days 00:17:44.173039000
16,1.0,5.89871698689576,14455.71620221705,113,10.0,30,20,331,0.03,0.0334,0 days 02:20:58.304845000
17,0.4793561927957349,6.5436720719341865,4916.507413816869,113,10.0,30,20,331,0.03,0.0334,0 days 00:35:32.783785000
18,1.0,4.0365714273048106,3896.4618799761406,113,12.0,30,20,330,1.0,1.1133333333333333,0 days 00:59:41.547074000
19,0.7973365530364915,5.868582623522375,3166.3986488741107,113,12.0,30,20,330,1.0,1.1133333333333333,0 days 00:16:01.187940000
20,1.0,2.2226417855344294,10133.26045712702,113,11.0,30,20,324,0.04,0.04453333333333333,0 days 01:56:44.188046000
21,0.5590591239202329,6.597574115916401,4264.611557175088,113,11.0,30,20,324,0.04,0.04453333333333333,0 days 00:31:54.774854000
22,1.0,6.387466805491214,11975.762642607218,113,8.0,30,20,318,0.38,0.42306666666666665,0 days 00:48:23.517503000
23,0.5510709174421324,6.4573753160104,3707.485829166917,113,8.0,30,20,318,0.38,0.42306666666666665,0 days 00:12:53.617913000
24,1.0,3.0798882960887903,5157.31802609822,113,11.0,30,20,287,1.47,1.6365999999999998,0 days 00:57:36.058392000
25,0.7239911324537144,3.670851615084543,3387.7315986451754,113,11.0,30,20,287,1.47,1.6365999999999998,0 days 00:16:20.435078000
26,1.0,5.377371957047508,7167.26905806269,113,10.0,30,20,293,0.66,0.7348,0 days 00:57:48.988455000
27,0.6421344558364599,3.818921655244053,3447.309632433477,113,10.0,30,20,293,0.66,0.7348,0 days 00:15:43.695631000
28,1.0,3.3427165891361637,,113,7.0,30,20,244,1.29,1.4362,0 days 00:45:07.505349000
29,0.5269934432635214,7.417138103644131,3714.5472624261797,113,7.0,30,20,244,1.29,1.4362,0 days 00:11:51.397704000
30,1.0,2.2553762593505193,17261.161962693517,113,6.0,30,20,250,0.29,0.32286666666666664,0 days 00:49:50.121791000
31,0.4960165777367014,4.5734294761168375,3935.3626869066493,113,6.0,30,20,250,0.29,0.32286666666666664,0 days 00:13:06.114478000
32,1.0,6.0661193911163815,19174.54889565666,113,5.0,30,20,278,0.68,0.7570666666666667,0 days 00:59:01.028301000
33,0.4899030571766422,3.3515449361693945,3957.323375579742,113,5.0,30,20,278,0.68,0.7570666666666667,0 days 00:16:05.156702000
34,1.0,2.9779196973267426,,113,10.0,30,20,246,1.21,1.3471333333333333,0 days 00:44:53.542256000
35,0.6506059467838438,5.735351319239517,3464.6208293461627,113,10.0,30,20,246,1.21,1.3471333333333333,0 days 00:11:48.045709000
36,1.0,3.1355577788429025,9194.609867349965,113,9.0,30,20,252,1.44,1.6032,0 days 00:45:10.261283000
37,0.5934632472544643,6.882629551419308,3510.563849034541,113,9.0,30,20,252,1.44,1.6032,0 days 00:11:50.387314000
38,1.0,5.363589455402568,17138.440626713906,113,6.0,30,20,285,0.32,0.3562666666666667,0 days 01:03:19.017150000
39,0.4990182415025693,4.031770780229168,3931.7543971301343,113,6.0,30,20,285,0.32,0.3562666666666667,0 days 00:17:39.410297000
40,1.0,7.087088762763913,11621.572009240193,113,8.0,30,20,291,0.91,1.0131333333333332,0 days 00:58:24.053807000
41,0.5553217188227719,5.1791547628716135,3631.4408745948213,113,8.0,30,20,291,0.91,1.0131333333333332,0 days 00:16:09.820977000
42,1.0,2.6613056755470716,14013.513157742109,113,7.0,30,20,332,0.95,1.0576666666666668,0 days 00:58:51.579571000
43,0.5297752302851583,5.5145448272241335,3755.211733709532,113,7.0,30,20,332,0.95,1.0576666666666668,0 days 00:15:52.178946000
44,1.0,2.8623907521939236,18998.469184392365,113,5.0,30,20,326,1.37,1.5252666666666668,0 days 00:58:28.185692000
45,0.4914738101764885,4.2314976273552,3914.1555094505175,113,5.0,30,20,326,1.37,1.5252666666666668,0 days 00:15:46.856152000
46,1.0,3.515214664808342,14123.2845645634,113,7.0,30,20,327,0.77,0.8572666666666666,0 days 01:01:04.301752000
47,0.5267743398421353,4.184719409872374,3743.836212407495,113,7.0,30,20,327,0.77,0.8572666666666666,0 days 00:17:03.177549000
48,1.0,6.218378299897461,4018.295279862461,113,12.0,30,20,333,0.42,0.4676,0 days 01:03:03.185971000
49,0.7974579477286231,6.182663575627962,3253.762594353936,113,12.0,30,20,333,0.42,0.4676,0 days 00:17:43.991557000
50,1.0,6.153098705625625,13979.055509093016,113,7.0,30,20,290,1.23,1.3694,0 days 00:58:45.180254000
51,0.5300337837626741,3.6768614851162327,3733.542436598037,113,7.0,30,20,290,1.23,1.3694,0 days 00:16:02.593605000
52,1.0,4.169386978765841,9738.74826916293,113,9.0,30,20,284,0.31,0.3451333333333333,0 days 01:03:56.536606000
53,0.5832286996328527,7.571197772298249,3615.0770631357177,113,9.0,30,20,284,0.31,0.3451333333333333,0 days 00:17:49.932578000
54,1.0,3.522738024978391,7009.737737473111,113,10.0,30,20,253,1.41,1.5698,0 days 00:44:39.095090000
55,0.6479646687099835,3.653382199155958,3439.5203008687554,113,10.0,30,20,253,1.41,1.5698,0 days 00:11:41.935784000
56,1.0,4.038008118958556,16735.29666901166,113,6.0,30,20,247,0.5700000000000001,0.6346,0 days 00:46:33.567352000
57,0.5045237000493544,2.7651216264176424,3871.771549081285,113,6.0,30,20,247,0.5700000000000001,0.6346,0 days 00:12:12.893799000
58,1.0,6.405179108595613,5346.801570041256,113,11.0,30,20,243,0.59,0.6568666666666666,0 days 00:45:48.826901000
59,0.7072059949865949,7.0318573530947575,3331.737982152647,113,11.0,30,20,243,0.59,0.6568666666666666,0 days 00:12:02.426568000
60,1.0,5.150107798007903,7147.685469919348,113,10.0,30,20,257,0.77,0.8572666666666666,0 days 00:47:19.218187000
61,0.6415402765707086,4.1072878682971785,3426.352605672193,113,10.0,30,20,257,0.77,0.8572666666666666,0 days 00:11:59.300473000
62,1.0,2.250513945269017,3170.937863511396,113,13.0,30,20,280,0.93,1.0354,0 days 00:58:17.777093000
63,0.9331794717006546,3.5841606611165107,3110.734112201143,113,13.0,30,20,280,0.93,1.0354,0 days 00:15:51.180477000
64,1.0,3.9215454486242582,6970.416270886481,113,10.0,30,20,294,1.38,1.5364,0 days 00:44:40.172473000
65,0.6518745188228581,5.18063306191257,3473.204286596057,113,10.0,30,20,294,1.38,1.5364,0 days 00:11:45.314450000
66,1.0,3.7802728893829953,9069.414392670344,113,9.0,30,20,337,1.42,1.580933333333333,0 days 00:59:58.191170000
67,0.6014863629939585,2.823221451771093,3587.1340274432914,113,9.0,30,20,337,1.42,1.580933333333333,0 days 00:16:48.690174000
68,1.0,6.7127630428623855,7055.4865693188185,113,10.0,30,20,323,1.26,1.4028,0 days 00:58:19.355237000
69,0.6442344831582622,5.7022193444249405,3416.932369078684,113,10.0,30,20,323,1.26,1.4028,0 days 00:15:43.193032000
70,1.0,7.702471180567253,,113,7.0,30,20,322,1.29,1.4362,0 days 00:57:20.534712000
71,0.5278712389793863,2.8225961139189453,3714.489149391628,113,7.0,30,20,322,1.29,1.4362,0 days 00:17:01.305503000
72,1.0,5.03706439753166,13940.667368103865,113,7.0,30,20,336,1.15,1.280333333333333,0 days 01:00:08.283364000
73,0.5322669855419692,6.659129313270785,3760.040964836716,113,7.0,30,20,336,1.15,1.280333333333333,0 days 00:16:55.141153000
74,1.0,2.3980112876736706,9373.749663251614,113,9.0,30,20,295,0.61,0.6791333333333333,0 days 00:45:37.813711000
75,0.5915113937969836,2.319603580903504,3553.1455130014147,113,9.0,30,20,295,0.61,0.6791333333333333,0 days 00:11:51.050040000
76,1.0,2.9835649300645803,,113,8.0,30,20,281,0.46,0.5121333333333333,0 days 01:01:07.908853000
77,0.5531919715992332,3.464111849684714,3692.272677575463,113,8.0,30,20,281,0.46,0.5121333333333333,0 days 00:16:41.339829000
78,1.0,5.654559246123982,,113,13.0,30,20,256,1.2,1.336,0 days 00:44:49.902167000
79,0.9336396049482611,7.417396078247108,3104.219942728156,113,13.0,30,20,256,1.2,1.336,0 days 00:11:49.319470000
80,1.0,5.787883028883057,,113,5.0,30,20,242,0.71,0.7904666666666665,0 days 00:45:40.703926000
81,0.4903337933344306,2.66071221308511,3962.858614387063,113,5.0,30,20,242,0.71,0.7904666666666665,0 days 00:12:02.261157000
82,1.0,3.939485748780117,,113,7.0,30,20,254,1.3,1.4473333333333334,0 days 00:45:10.011718000
83,0.5310131885202994,6.793649531094773,3754.662409918574,113,7.0,30,20,254,1.3,1.4473333333333334,0 days 00:11:51.604599000
84,1.0,5.859710748161313,5556.716881992002,113,11.0,30,20,240,0.33,0.3674,0 days 00:50:30.342468000
85,0.6995582802780436,6.846827923578646,3357.5609360640656,113,11.0,30,20,240,0.33,0.3674,0 days 00:12:47.982602000
86,1.0,3.6924486287474783,,113,14.0,30,20,268,0.46,0.5121333333333333,0 days 00:51:36.869221000
87,0.9997220043027428,2.1683378501842623,3326.1377570218538,113,14.0,30,20,268,0.46,0.5121333333333333,0 days 00:13:30.562848000
88,1.0,3.3895277531764902,3201.727815227089,113,13.0,30,20,297,0.67,0.7459333333333333,0 days 00:46:35.117242000
89,0.9305826940214706,2.5278482856068574,3138.30281451035,113,13.0,30,20,297,0.67,0.7459333333333333,0 days 00:12:14.066574000
90,1.0,3.5248177195538446,16536.438824476954,113,6.0,30,20,283,1.36,1.514133333333333,0 days 00:57:41.131422000
91,0.5052462836619084,4.6776381965778215,3795.196938735343,113,6.0,30,20,283,1.36,1.514133333333333,0 days 00:16:13.477133000
92,1.0,4.05107897987725,3370.381114247049,113,14.0,30,20,320,0.45,0.501,0 days 00:47:55.025374000
93,0.9975160561424052,4.7177259372881934,3378.5955161478905,113,14.0,30,20,320,0.45,0.501,0 days 00:12:50.283011000
94,1.0,6.292333746579351,9367.339998398496,113,9.0,30,20,334,0.51,0.5678,0 days 01:02:00.615163000
95,0.5953180301930227,3.53343741204836,3611.710922545701,113,9.0,30,20,334,0.51,0.5678,0 days 00:17:20.614174000
96,1.0,5.433459969303677,30002.208370766966,113,5.0,30,20,308,0.03,0.0334,0 days 01:57:21.881789000
97,0.3634150996184572,2.8672261973982263,5845.142252906386,113,5.0,30,20,308,0.03,0.0334,0 days 00:30:17.265974000
98,1.0,5.544416379821216,9052.824932769898,113,9.0,30,20,309,1.28,1.4250666666666667,0 days 00:49:20.473354000
99,0.6034831046306177,3.723332053143792,3609.27438871406,113,9.0,30,20,309,1.28,1.4250666666666667,0 days 00:12:41.140007000
100,1.0,4.1332116797418115,3872.2842338770924,113,12.0,30,20,335,1.4,1.5586666666666666,0 days 00:58:16.546982000
101,0.8015942482678965,7.924716289565603,3171.44768664774,113,12.0,30,20,335,1.4,1.5586666666666666,0 days 00:15:44.856954000
102,1.0,5.02955885059992,,113,14.0,30,20,321,0.56,0.6234666666666667,0 days 01:01:01.610667000
103,0.9999830659457192,6.6357866173191145,3366.4468429280328,113,14.0,30,20,321,0.56,0.6234666666666667,0 days 00:15:47.718195000
104,1.0,6.908669011251244,3205.1383855890954,113,13.0,30,20,282,0.59,0.6568666666666666,0 days 00:59:40.850261000
105,0.9271711481551412,7.269297282092164,3134.563812013153,113,13.0,30,20,282,0.59,0.6568666666666666,0 days 00:16:18.038942000
106,1.0,4.0513146217258535,3189.0968038634,113,13.0,30,20,296,0.65,0.7236666666666667,0 days 00:59:13.106165000
107,0.9264331203641384,2.781005747934556,3118.0003380790513,113,13.0,30,20,296,0.65,0.7236666666666667,0 days 00:16:57.687051000
108,1.0,2.3510753789241496,11554.405205042825,113,8.0,30,20,269,1.07,1.1912666666666667,0 days 00:52:21.477494000
109,0.5577704149618898,4.460103517847679,3639.849218213519,113,8.0,30,20,269,1.07,1.1912666666666667,0 days 00:13:41.960478000
110,1.0,4.984952220955258,18008.67334726754,113,6.0,30,20,241,0.18,0.2004,0 days 00:55:00.306011000
111,0.4823256478060463,2.1834213091828225,3998.3872635855614,113,6.0,30,20,241,0.18,0.2004,0 days 00:14:01.826586000
112,1.0,6.88819333794939,6490.1882805785835,113,14.0,30,20,255,0.02,0.022266666666666667,0 days 02:50:22.462424000
113,0.7347757947375246,4.524094913816947,5370.895562224505,113,14.0,30,20,255,0.02,0.022266666666666667,0 days 00:39:32.571121000
114,1.0,5.4987400697075834,3395.309692015421,113,14.0,30,20,232,0.86,0.9574666666666666,0 days 00:46:26.522779000
115,0.9997580195670138,7.8152417882596446,3398.6855757173307,113,14.0,30,20,232,0.86,0.9574666666666666,0 days 00:11:55.228075000
116,1.0,6.676090639116705,3204.000000611553,113,13.0,30,20,226,0.55,0.6123333333333334,0 days 00:51:11.682376000
117,0.9242917736333112,7.215574137732157,3127.187166163233,113,13.0,30,20,226,0.55,0.6123333333333334,0 days 00:13:22.518596000
118,1.0,6.403854784865813,,113,7.0,30,20,346,0.09,0.1002,0 days 01:24:40.526832000
119,0.4741044615221428,5.593639484833499,4140.841999755861,113,7.0,30,20,346,0.09,0.1002,0 days 00:21:34.328769000
120,1.0,3.9997686754789177,7059.556595990065,113,10.0,30,20,352,0.8300000000000001,0.9240666666666668,0 days 01:01:01.846593000
121,0.649287394165607,4.465906113133668,3479.892290568675,113,10.0,30,20,352,0.8300000000000001,0.9240666666666668,0 days 00:15:57.995058000
122,1.0,2.655978786436208,5655.3407010138135,113,11.0,30,20,385,0.28,0.31173333333333336,0 days 01:04:09.755640000
123,0.6924939128835225,2.6920040852085387,3362.3572539859615,113,11.0,30,20,385,0.28,0.31173333333333336,0 days 00:15:56.008018000
124,1.0,3.6972367147601215,13923.67707765568,113,7.0,30,20,391,1.37,1.5252666666666668,0 days 00:45:07.920204000
125,0.5314470663383721,5.4017640063197625,3746.127738613648,113,7.0,30,20,391,1.37,1.5252666666666668,0 days 00:11:49.469632000
126,1.0,4.721162777431919,3248.428633449356,113,13.0,30,20,390,0.43,0.4787333333333333,0 days 00:46:43.126391000
127,0.9232236236149208,7.204724319377348,3168.076811949852,113,13.0,30,20,390,0.43,0.4787333333333333,0 days 00:12:06.790228000
128,1.0,5.423944010470604,3867.7584968160327,113,12.0,30,20,384,1.45,1.6143333333333332,0 days 00:58:33.538400000
129,0.8075876264186684,7.147186751873219,3202.734241812775,113,12.0,30,20,384,1.45,1.6143333333333332,0 days 00:15:20.421308000
130,1.0,6.596803667464013,5215.637381203116,113,11.0,30,20,353,1.49,1.6588666666666665,0 days 01:00:57.012681000
131,0.7124325720435833,3.955340333349176,3304.982927175967,113,11.0,30,20,353,1.49,1.6588666666666665,0 days 00:15:51.296193000
132,1.0,2.0250765715880488,,113,12.0,30,20,347,0.87,0.9686,0 days 01:01:42.904815000
133,0.8058482778268719,4.810316238042245,3224.370175710493,113,12.0,30,20,347,0.87,0.9686,0 days 00:15:58.107701000
134,1.0,3.0758280440171823,13881.384511970144,113,7.0,30,20,227,1.06,1.1801333333333333,0 days 00:44:56.387374000
135,0.533714787328458,6.888582242606236,3799.415603886335,113,7.0,30,20,227,1.06,1.1801333333333333,0 days 00:11:46.204868000
136,1.0,3.2446007453834986,3230.748713211409,113,13.0,30,20,233,0.58,0.6457333333333333,0 days 00:47:11.451563000
137,0.9337908955580152,5.05637832253912,3170.0890230240007,113,13.0,30,20,233,0.58,0.6457333333333333,0 days 00:12:05.101515000
138,1.0,6.593161374021954,3350.6084536781136,113,14.0,30,20,219,0.7000000000000001,0.7793333333333333,0 days 01:01:05.899609000
139,0.99855089363677,3.8474149080943216,3356.772280445727,113,14.0,30,20,219,0.7000000000000001,0.7793333333333333,0 days 00:15:50.808834000
140,1.0,6.214054349887389,14120.908240233892,113,7.0,30,20,225,0.67,0.7459333333333333,0 days 00:45:42.067155000
141,0.5285317933347194,6.265650477363415,3776.553602615888,113,7.0,30,20,225,0.67,0.7459333333333333,0 days 00:12:01.548457000
142,1.0,2.170432351227093,26804.312635076694,113,6.0,30,20,231,0.03,0.0334,0 days 01:49:47.021050000
143,0.3766852480272301,3.9553255013140287,5679.370785361627,113,6.0,30,20,231,0.03,0.0334,0 days 00:32:04.339591000
144,1.0,3.9546366642020616,11437.252554086968,113,8.0,30,20,379,1.24,1.3805333333333332,0 days 00:58:30.726782000
145,0.5624187047670081,6.363337265971338,3679.8889657904942,113,8.0,30,20,379,1.24,1.3805333333333332,0 days 00:15:05.479621000
146,1.0,2.8450150446639864,3420.925868985374,113,14.0,30,20,351,1.11,1.2358,0 days 00:46:47.972001000
147,0.9991656767896192,6.832821523944903,3425.8819750458465,113,14.0,30,20,351,1.11,1.2358,0 days 00:12:17.246906000
148,1.0,3.216648550677946,3173.5830244611693,113,13.0,30,20,345,1.05,1.169,0 days 00:47:04.367643000
149,0.9338713100851468,2.527472022738917,3118.979722056112,113,13.0,30,20,345,1.05,1.169,0 days 00:12:05.309604000
150,1.0,4.948520072456415,5224.293065418892,113,11.0,30,20,392,1.15,1.280333333333333,0 days 00:49:25.719326000
151,0.7147605635289619,7.503529611310627,3330.058901527548,113,11.0,30,20,392,1.15,1.280333333333333,0 days 00:12:39.598373000
152,1.0,7.843065684911207,11472.830711096685,113,8.0,30,20,386,0.94,1.046533333333333,0 days 00:46:13.011759000
153,0.5629842776639717,7.9479273407515345,3702.225187238088,113,8.0,30,20,386,0.94,1.046533333333333,0 days 00:11:58.694908000
154,1.0,5.594110946264943,6099.358584764583,113,11.0,30,20,387,0.17,0.18926666666666667,0 days 00:58:21.565713000
155,0.6754536427963138,6.399989704748961,3413.949432317854,113,11.0,30,20,387,0.17,0.18926666666666667,0 days 00:14:42.135553000
156,1.0,4.2455023436061365,18941.577747655145,113,5.0,30,20,393,1.06,1.1801333333333333,0 days 00:45:35.575265000
157,0.4946767319850466,3.74300031089488,3970.30070559234,113,5.0,30,20,393,1.06,1.1801333333333333,0 days 00:11:55.909500000
158,1.0,6.3797592911153,,113,11.0,30,20,344,0.56,0.6234666666666667,0 days 00:51:51.006623000
159,0.7107608792337599,5.00337284182716,3359.251320574312,113,11.0,30,20,344,0.56,0.6234666666666667,0 days 00:13:04.827626000
160,1.0,6.963902687482443,11665.926725955977,113,8.0,30,20,350,0.6,0.6679999999999999,0 days 00:50:47.259403000
161,0.5581552017851186,6.446041721286734,3701.113564475076,113,8.0,30,20,350,0.6,0.6679999999999999,0 days 00:13:15.356195000
162,1.0,4.588641614236825,19148.192441319883,113,5.0,30,20,378,0.74,0.8238666666666666,0 days 00:59:30.952724000
163,0.4895491864597909,3.0328651099375983,3949.1599381223177,113,5.0,30,20,378,0.74,0.8238666666666666,0 days 00:15:21.708795000
164,1.0,3.988149935209257,3325.4916984255715,113,14.0,30,20,230,0.62,0.6902666666666666,0 days 00:48:23.816608000
165,0.9966296997615728,3.2064742437797724,3335.842568301983,113,14.0,30,20,230,0.62,0.6902666666666666,0 days 00:12:27.997364000
166,1.0,2.2517561266319808,3888.5529311413347,113,12.0,30,20,224,1.07,1.1912666666666667,0 days 00:45:50.493510000
167,0.8023390272286282,4.2299087744322605,3189.9109782473424,113,12.0,30,20,224,1.07,1.1912666666666667,0 days 00:12:01.381728000
168,1.0,2.7112502507300933,15133.07965639569,113,8.0,30,20,218,0.08,0.08906666666666667,0 days 01:26:31.636884000
169,0.4921596687172029,5.4634995299690665,4075.999352322647,113,8.0,30,20,218,0.08,0.08906666666666667,0 days 00:20:14.368982000
170,1.0,7.218918359117635,,113,5.0,30,20,220,0.24,0.2672,0 days 01:06:55.428053000
171,0.4749526466466412,3.0476713461580247,4052.1159362358253,113,5.0,30,20,220,0.24,0.2672,0 days 00:17:04.722776000
172,1.0,7.849016863222479,11965.776701276309,113,8.0,30,20,234,0.37,0.4119333333333333,0 days 00:49:14.626695000
173,0.5523291027728142,4.898483681673658,3725.751369113117,113,8.0,30,20,234,0.37,0.4119333333333333,0 days 00:12:40.764677000
174,1.0,4.569127290837995,3409.371659056579,113,14.0,30,20,208,1.16,1.2914666666666663,0 days 00:57:25.981640000
175,0.9996579717722645,7.875013651490249,3413.0164222802223,113,14.0,30,20,208,1.16,1.2914666666666663,0 days 00:15:01.734822000
176,1.0,3.0426635238909983,19177.724270101397,113,5.0,30,20,354,1.0,1.1133333333333333,0 days 00:46:41.121346000
177,0.4867740414653435,4.313586534888459,3882.400150865822,113,5.0,30,20,354,1.0,1.1133333333333333,0 days 00:12:13.076830000
178,1.0,4.855450486603722,10369.893298116842,113,10.0,30,20,340,0.07,0.07793333333333334,0 days 01:08:39.580003000
179,0.5584348016061733,5.459154769546495,3875.124144812374,113,10.0,30,20,340,0.07,0.07793333333333334,0 days 00:18:07.211091000
180,1.0,6.2950087350031305,7018.102593867803,113,10.0,30,20,368,1.37,1.5252666666666668,0 days 00:58:11.943550000
181,0.646550066640521,4.127167376538715,3436.164756476925,113,10.0,30,20,368,1.37,1.5252666666666668,0 days 00:15:34.709180000
182,1.0,5.392017143495342,7122.009567697582,113,10.0,30,20,397,0.91,1.0131333333333332,0 days 00:45:28.074341000
183,0.6411811352341807,4.992136041326319,3413.7420640486907,113,10.0,30,20,397,0.91,1.0131333333333332,0 days 00:11:54.837309000
184,1.0,7.702421757459831,3983.859871643424,113,12.0,30,20,383,0.49,0.5455333333333333,0 days 01:00:45.385454000
185,0.8021088068482739,6.106636787754495,3255.1626283897162,113,12.0,30,20,383,0.49,0.5455333333333333,0 days 00:15:49.547701000
186,1.0,6.472483761323116,12503.290997506736,113,8.0,30,20,382,0.23,0.25606666666666666,0 days 01:06:00.982392000
187,0.5406042244724452,5.373358455810976,3752.30440805452,113,8.0,30,20,382,0.23,0.25606666666666666,0 days 00:16:46.923528000
188,1.0,5.025293278952884,,113,10.0,30,20,396,1.12,1.2469333333333334,0 days 00:56:37.240722000
189,0.6452191100843733,5.138073201660369,3430.03006592846,113,10.0,30,20,396,1.12,1.2469333333333334,0 days 00:13:29.606870000
190,1.0,4.146715103947448,3344.8095625784645,113,14.0,30,20,369,0.27,0.30060000000000003,0 days 00:55:56.731159000
191,0.9965597991321172,4.480373972991939,3353.3195152241187,113,14.0,30,20,369,0.27,0.30060000000000003,0 days 00:13:04.587531000
192,1.0,7.1900801661655045,17238.70738386944,113,6.0,30,20,341,0.3,0.334,0 days 00:48:54.430896000
193,0.496321277111255,7.2341442878053375,3924.162136076445,113,6.0,30,20,341,0.3,0.334,0 days 00:12:52.066792000
194,1.0,7.934135749676647,18921.80183959635,113,5.0,30,20,355,1.04,1.1578666666666666,0 days 00:47:46.249775000
195,0.4952844618541786,2.234769591535212,3981.3415435398933,113,5.0,30,20,355,1.04,1.1578666666666666,0 days 00:12:02.382762000
196,1.0,2.6535935687479504,14534.103640588692,113,7.0,30,20,209,0.36,0.4008,0 days 01:02:05.700020000
197,0.5206470905818007,2.2015667082264523,3803.2438351634637,113,7.0,30,20,209,0.36,0.4008,0 days 00:15:47.401679000
198,1.0,3.7269664848451503,10970.08748558032,113,10.0,30,20,235,0.06,0.0668,0 days 01:15:09.297076000
199,0.5460693054608989,5.977091905214706,3993.418783809851,113,10.0,30,20,235,0.06,0.0668,0 days 00:19:29.002355000
200,1.0,2.790754854727989,4009.563067915763,113,12.0,30,20,221,0.44,0.4898666666666667,0 days 01:03:35.266031000
