alpha,delta,objective,initial_position_LV,initial_velocity,s0,V_0,car,acc_co,dec_co,com_time
201,0.7950266539343673,6.804616864922483,3227.541629692086,113,12.0,30,20,221,0.44,0.4898666666666667,0 days 00:16:16.463809000
202,1.0,7.466286143181093,3295.295797909865,113,14.0,30,20,237,0.5,0.5566666666666666,0 days 00:49:14.332624000
203,0.997969522544562,4.938608091015425,3302.2493071653657,113,14.0,30,20,237,0.5,0.5566666666666666,0 days 00:12:25.339887000
204,1.0,3.5050718805288668,19156.723860983733,113,5.0,30,20,223,0.6900000000000001,0.7682,0 days 01:01:38.659489000
205,0.4899957831241718,2.664759862374185,3961.2902178458457,113,5.0,30,20,223,0.6900000000000001,0.7682,0 days 00:15:55.100177000
206,1.0,2.9091506689468964,16520.690325688087,113,6.0,30,20,343,0.79,0.8795333333333334,0 days 00:59:14.721034000
207,0.5094006757920652,7.222130316487816,3885.3481674750033,113,6.0,30,20,343,0.79,0.8795333333333334,0 days 00:15:41.823129000
208,1.0,6.601549348879723,7075.500631152185,113,10.0,30,20,357,1.07,1.1912666666666667,0 days 00:52:17.604412000
209,0.6439148928070133,2.5756713663333928,3423.4549449829246,113,10.0,30,20,357,1.07,1.1912666666666667,0 days 00:12:27.512765000
210,1.0,6.445458193976001,7242.721677492688,113,10.0,30,20,380,0.48,0.5344,0 days 00:46:29.646610000
211,0.6430262166735041,6.523413141264787,3488.217636191533,113,10.0,30,20,380,0.48,0.5344,0 days 00:12:14.992550000
212,1.0,3.3816308987430155,7061.372604379289,113,10.0,30,20,394,0.78,0.8684,0 days 00:45:31.115828000
213,0.6494266195166346,7.423022643728152,3491.467885718966,113,10.0,30,20,394,0.78,0.8684,0 days 00:11:55.932808000
214,1.0,5.2903312238472875,5292.881275261198,113,11.0,30,20,395,0.7000000000000001,0.7793333333333333,0 days 00:45:42.213552000
215,0.7118701212467021,2.1039500612384026,3348.084690785729,113,11.0,30,20,395,0.7000000000000001,0.7793333333333333,0 days 00:11:59.738766000
216,1.0,3.926783894835772,3881.362983713684,113,12.0,30,20,381,1.15,1.280333333333333,0 days 01:00:18.065587000
217,0.8061358586435728,7.733964132977881,3214.663201649719,113,12.0,30,20,381,1.15,1.280333333333333,0 days 00:15:42.490561000
218,1.0,3.383223046533848,19078.448245408552,113,5.0,30,20,356,1.4,1.5586666666666666,0 days 00:49:17.757032000
219,0.488429784314984,3.9895371839352975,3879.436391498232,113,5.0,30,20,356,1.4,1.5586666666666666,0 days 00:11:50.416177000
220,1.0,4.073380009739747,4831.92196067455,113,12.0,30,20,342,0.12,0.1336,0 days 01:17:24.728096000
221,0.7367466875319669,5.029368793497068,3352.171260712898,113,12.0,30,20,342,0.12,0.1336,0 days 00:20:31.981071000
222,1.0,3.778781165535195,7140.672006701037,113,10.0,30,20,222,0.8200000000000001,0.9129333333333334,0 days 01:01:29.223840000
223,0.6413647626240505,7.762910180496942,3418.8313425538563,113,10.0,30,20,222,0.8200000000000001,0.9129333333333334,0 days 00:15:53.144250000
224,1.0,5.461177557987973,9096.60607824236,113,9.0,30,20,236,1.02,1.1356,0 days 00:47:19.514775000
225,0.6030187230790317,6.145638403389387,3613.78148223633,113,9.0,30,20,236,1.02,1.1356,0 days 00:11:55.716140000
226,1.0,2.1957058116899764,11965.776701276309,113,8.0,30,20,213,0.37,0.4119333333333333,0 days 01:04:24.173426000
227,0.5522737998131877,3.963071496409493,3725.751064713767,113,8.0,30,20,213,0.37,0.4119333333333333,0 days 00:16:09.497517000
228,1.0,2.994151067956092,3972.755096025567,113,12.0,30,20,207,0.52,0.5789333333333333,0 days 00:59:03.021120000
229,0.8018907832773184,6.5764608438751795,3249.7572872443398,113,12.0,30,20,207,0.52,0.5789333333333333,0 days 00:15:19.976653000
230,1.0,5.782308266541572,3350.6084536781136,113,14.0,30,20,367,0.7000000000000001,0.7793333333333333,0 days 00:58:59.301963000
231,0.9970458297387024,2.338044109522275,3360.338743885945,113,14.0,30,20,367,0.7000000000000001,0.7793333333333333,0 days 00:15:40.056614000
232,1.0,3.9255373078212425,17392.387067907446,113,6.0,30,20,398,0.26,0.28946666666666665,0 days 00:49:41.691263000
233,0.4933960618282454,3.9202446293928284,3950.03895669824,113,6.0,30,20,398,0.26,0.28946666666666665,0 days 00:12:49.881638000
234,1.0,2.5432350353787663,18100.81167563339,113,6.0,30,20,399,0.17,0.18926666666666667,0 days 00:58:05.571219000
235,0.4821906480929505,3.826162756238351,4022.91587718046,113,6.0,30,20,399,0.17,0.18926666666666667,0 days 00:13:46.284027000
236,1.0,3.832402433966647,11516.546369719046,113,8.0,30,20,372,1.01,1.1244666666666667,0 days 00:45:26.626296000
237,0.5607903213879714,6.552927888521754,3667.917363070593,113,8.0,30,20,372,1.01,1.1244666666666667,0 days 00:11:55.607538000
238,1.0,3.1047531683446152,9582.360729048904,113,9.0,30,20,366,0.4,0.44533333333333336,0 days 01:02:41.069655000
239,0.5866563280095889,7.354944949796244,3576.1490640345296,113,9.0,30,20,366,0.4,0.44533333333333336,0 days 00:16:11.777965000
240,1.0,5.100898869281073,11445.832857608171,113,8.0,30,20,400,0.96,1.0688,0 days 00:56:51.339755000
241,0.5641376676147191,3.706968283210952,3712.733709916154,113,8.0,30,20,400,0.96,1.0688,0 days 00:13:33.337777000
242,1.0,4.2526431479861175,17703.0178891772,113,6.0,30,20,206,0.21,0.2338,0 days 01:05:45.432646000
243,0.488859113362834,5.703030744730612,3983.7016348139173,113,6.0,30,20,206,0.21,0.2338,0 days 00:17:24.908361000
244,1.0,5.89876687835604,13956.337741304093,113,7.0,30,20,212,1.33,1.4807333333333337,0 days 00:59:38.481417000
245,0.5300362895934316,5.204971542954873,3734.504222337514,113,7.0,30,20,212,1.33,1.4807333333333337,0 days 00:15:20.492675000
246,1.0,2.008419639567802,19202.455653807167,113,5.0,30,20,238,0.6,0.6679999999999999,0 days 00:48:29.379778000
247,0.4894747945877178,3.051615767900362,3977.4989374348693,113,5.0,30,20,238,0.6,0.6679999999999999,0 days 00:12:15.667121000
248,1.0,7.542554258079366,3247.15410784048,113,13.0,30,20,204,0.49,0.5455333333333333,0 days 01:00:10.079522000
249,0.9310851094917127,4.69033305699006,3179.861858935194,113,13.0,30,20,204,0.49,0.5455333333333333,0 days 00:15:25.882402000
250,1.0,5.949471444016056,18984.265826304098,113,5.0,30,20,210,0.94,1.046533333333333,0 days 00:57:42.952265000
251,0.4932184639209053,5.546242975426684,3971.558117585276,113,5.0,30,20,210,0.94,1.046533333333333,0 days 00:15:09.324226000
252,1.0,6.07516069603528,,113,14.0,30,20,358,1.12,1.2469333333333334,0 days 00:49:37.316262000
253,0.9992513056289356,4.5724203789036935,3299.8295523324714,113,14.0,30,20,358,1.12,1.2469333333333334,0 days 00:11:54.814941000
254,1.0,2.7294915881180266,13894.7866440316,113,7.0,30,20,370,1.27,1.4139333333333333,0 days 00:58:13.797291000
255,0.532884566030313,4.239014276270146,3768.400897743496,113,7.0,30,20,370,1.27,1.4139333333333333,0 days 00:15:44.867453000
256,1.0,4.386667678630025,,113,14.0,30,20,364,0.24,0.2672,0 days 00:52:16.200334000
257,0.9929378074759704,4.835574082923874,3351.008441322621,113,14.0,30,20,364,0.24,0.2672,0 days 00:13:18.764373000
258,1.0,3.676496474503861,11947.521700563404,113,8.0,30,20,365,0.41,0.4564666666666667,0 days 00:53:39.968196000
259,0.5500657542367924,6.811302411100143,3687.858644369119,113,8.0,30,20,365,0.41,0.4564666666666667,0 days 00:13:34.695704000
260,1.0,3.48659176169567,,113,9.0,30,20,371,0.71,0.7904666666666665,0 days 00:59:34.082033000
261,0.5971957570140329,4.029426157220613,3582.9172076088253,113,9.0,30,20,371,0.71,0.7904666666666665,0 days 00:15:58.137230000
262,1.0,4.207074989477632,19435.908154002627,113,5.0,30,20,359,0.44,0.4898666666666667,0 days 00:53:24.518461000
263,0.4849600573193005,6.43329103461008,3980.149483959288,113,5.0,30,20,359,0.44,0.4898666666666667,0 days 00:12:43.865098000
264,1.0,5.1604431818548235,11723.270495163095,113,8.0,30,20,211,0.52,0.5789333333333333,0 days 01:01:45.529616000
265,0.557115153547411,5.820285807518648,3714.9612945471863,113,8.0,30,20,211,0.52,0.5789333333333333,0 days 00:15:25.906996000
266,1.0,3.473596366633449,5288.019442385144,113,11.0,30,20,205,0.73,0.8127333333333333,0 days 00:58:58.545749000
267,0.7119151651117026,6.4034419641572615,3342.6272585102197,113,11.0,30,20,205,0.73,0.8127333333333333,0 days 00:15:13.145687000
268,1.0,3.4475250765343612,18862.91617075169,113,5.0,30,20,239,1.19,1.3248666666666666,0 days 00:51:46.303549000
269,0.4968978643413575,6.647086427314654,3986.797535506023,113,5.0,30,20,239,1.19,1.3248666666666666,0 days 00:13:01.658878000
270,1.0,6.2531275483350015,16609.10310485204,113,6.0,30,20,215,1.39,1.5475333333333334,0 days 00:59:46.660579000
271,0.5036608471355184,3.1684491535621984,3762.284981808006,113,6.0,30,20,215,1.39,1.5475333333333334,0 days 00:15:24.534902000
272,1.0,5.874219396070892,3919.842261661265,113,12.0,30,20,229,0.77,0.8572666666666666,0 days 00:48:08.442926000
273,0.7987430419232809,2.7516901726734755,3190.582391033987,113,12.0,30,20,229,0.77,0.8572666666666666,0 days 00:12:24.439406000
274,1.0,2.9707304225979185,11527.361669651676,113,8.0,30,20,375,1.26,1.4028,0 days 00:58:32.543183000
275,0.557652173195728,3.4772511686464584,3631.836879279357,113,8.0,30,20,375,1.26,1.4028,0 days 00:15:21.548977000
276,1.0,7.016393622424077,13881.384511970144,113,7.0,30,20,361,1.06,1.1801333333333333,0 days 00:51:10.271584000
277,0.5340006712886619,6.831898542556339,3799.373159465697,113,7.0,30,20,361,1.06,1.1801333333333333,0 days 00:12:11.386647000
278,1.0,5.283298182795257,26022.33868886382,113,5.0,30,20,349,0.05,0.05566666666666667,0 days 01:45:14.624295000
279,0.4014512294174689,4.7216739979091535,4923.6111306236935,113,5.0,30,20,349,0.05,0.05566666666666667,0 days 00:25:22.549523000
280,1.0,6.9940795313870625,3927.9423579196227,113,12.0,30,20,348,0.7000000000000001,0.7793333333333333,0 days 01:02:25.730279000
281,0.8043050329530862,4.273793387797399,3231.8777247987923,113,12.0,30,20,348,0.7000000000000001,0.7793333333333333,0 days 00:16:16.514509000
282,1.0,4.01487535271486,13908.121558804585,113,7.0,30,20,360,1.18,1.3137333333333332,0 days 00:58:19.533521000
283,0.5325231385535958,2.877037068811209,3771.6358792437013,113,7.0,30,20,360,1.18,1.3137333333333332,0 days 00:15:20.675519000
284,1.0,2.9414667447960086,14793.48128261795,113,7.0,30,20,374,0.27,0.30060000000000003,0 days 00:56:40.321777000
285,0.517025672536805,3.312270080214852,3850.000756805032,113,7.0,30,20,374,0.27,0.30060000000000003,0 days 00:13:33.328422000
286,1.0,5.35203954240721,18912.806943265045,113,5.0,30,20,228,1.02,1.1356,0 days 00:45:10.679247000
287,0.4958602595780981,4.077867065151038,3988.0437675356416,113,5.0,30,20,228,1.02,1.1356,0 days 00:11:51.751890000
288,1.0,3.2544695772032406,3299.479288303493,113,13.0,30,20,214,0.28,0.31173333333333336,0 days 01:05:11.932606000
289,0.9054700575414172,3.979933423542924,3169.4204603000658,113,13.0,30,20,214,0.28,0.31173333333333336,0 days 00:16:24.570025000
290,1.0,7.529522158166843,3155.837476335047,113,13.0,30,20,216,1.17,1.3025999999999998,0 days 01:00:13.502783000
291,0.932148345530864,3.561609960602971,3097.3043414105628,113,13.0,30,20,216,1.17,1.3025999999999998,0 days 00:15:45.330181000
292,1.0,7.970613059330006,14001.71018228603,113,7.0,30,20,202,0.79,0.8795333333333334,0 days 00:59:00.574975000
293,0.5319878719382742,6.0788054160467535,3795.090898687968,113,7.0,30,20,202,0.79,0.8795333333333334,0 days 00:15:10.073204000
294,1.0,5.8499855689250815,3882.373405216704,113,12.0,30,20,362,1.25,1.3916666666666666,0 days 00:57:48.772605000
295,0.7971995869727061,6.4836849467141615,3144.3816261406364,113,12.0,30,20,362,1.25,1.3916666666666666,0 days 00:15:31.221871000
296,1.0,5.695080182438438,5292.881275261198,113,11.0,30,20,376,0.7000000000000001,0.7793333333333333,0 days 00:59:34.039592000
297,0.7131679340176201,7.032494978146619,3348.1084573680864,113,11.0,30,20,376,0.7000000000000001,0.7793333333333333,0 days 00:15:52.648483000
298,1.0,6.049776131713863,18386.20466032952,113,6.0,30,20,389,0.15,0.16699999999999998,0 days 01:08:24.023772000
299,0.4773627781163996,5.286099741423085,4050.410280303063,113,6.0,30,20,389,0.15,0.16699999999999998,0 days 00:17:08.177026000
300,1.0,4.675859788392534,10065.184086249094,113,9.0,30,20,388,0.23,0.25606666666666666,0 days 00:50:23.444068000
301,0.5768184244788921,7.105376040618714,3633.7751813124373,113,9.0,30,20,388,0.23,0.25606666666666666,0 days 00:12:55.622871000
302,1.0,3.3795560797922617,19288.965620960425,113,5.0,30,20,377,0.49,0.5455333333333333,0 days 01:00:36.770671000
303,0.4886384127451015,4.686423017138696,4003.316453743085,113,5.0,30,20,377,0.49,0.5455333333333333,0 days 00:16:03.278623000
304,1.0,4.85827487797324,16609.10310485204,113,6.0,30,20,363,1.39,1.5475333333333334,0 days 00:51:56.451032000
305,0.5024140322695746,3.1244025691238004,3762.149654271916,113,6.0,30,20,363,1.39,1.5475333333333334,0 days 00:12:14.157840000
306,1.0,5.97429235806257,3212.023448875236,113,14.0,30,20,203,1.22,1.3582666666666663,0 days 00:57:40.458694000
307,0.9985887840948794,5.173492382140132,3217.772405057565,113,14.0,30,20,203,1.22,1.3582666666666663,0 days 00:14:52.605340000
308,1.0,4.145833952723353,3240.212122781181,113,14.0,30,20,217,1.0,1.1133333333333333,0 days 01:00:23.903094000
309,0.9995669612333924,2.340941430191748,3243.8852261167663,113,14.0,30,20,217,1.0,1.1133333333333333,0 days 00:15:44.614056000
310,1.0,5.0671961904745295,11619.73187598759,113,8.0,30,20,258,1.0,1.1133333333333333,0 days 00:45:27.564585000
311,0.5546740088525045,2.5941210946556743,3616.947624409513,113,8.0,30,20,258,1.0,1.1133333333333333,0 days 00:11:56.793392000
312,1.0,2.2136736701844253,3179.0851933329577,113,13.0,30,20,270,0.95,1.0576666666666668,0 days 00:47:07.977476000
313,0.9340832927625966,2.2424772471224443,3123.123870927371,113,13.0,30,20,270,0.95,1.0576666666666668,0 days 00:12:03.936264000
314,1.0,3.2858380985386413,11609.956098398035,113,8.0,30,20,264,1.25,1.3916666666666666,0 days 00:47:29.281468000
315,0.5533090323997603,3.7530719045103074,3591.288399704143,113,8.0,30,20,264,1.25,1.3916666666666666,0 days 00:12:02.360721000
316,1.0,3.72286913607821,7571.897805137327,113,10.0,30,20,338,0.29,0.32286666666666664,0 days 01:06:35.938896000
317,0.6311487755794508,7.792161123040142,3492.0548317653993,113,10.0,30,20,338,0.29,0.32286666666666664,0 days 00:17:36.674531000
318,1.0,6.749755377843199,18892.36696724789,113,5.0,30,20,304,1.11,1.2358,0 days 01:04:10.856436000
319,0.4961672609175709,4.249567651186652,3984.044539580928,113,5.0,30,20,304,1.11,1.2358,0 days 00:16:57.157154000
320,1.0,7.794162206046543,14337.271603160398,113,7.0,30,20,310,0.43,0.4787333333333333,0 days 00:50:34.242131000
321,0.5257272415093165,2.952994553673035,3816.810551404145,113,7.0,30,20,310,0.43,0.4787333333333333,0 days 00:12:41.164846000
322,1.0,5.0631578862761195,11508.227209940234,113,8.0,30,20,311,0.92,1.0242666666666669,0 days 01:04:51.675758000
323,0.5614462427076169,3.2853681536735713,3687.5724388374156,113,8.0,30,20,311,0.92,1.0242666666666669,0 days 00:16:29.881487000
324,1.0,3.510984522412169,3868.99455830005,113,12.0,30,20,305,1.41,1.5698,0 days 01:04:31.329978000
325,0.8073410755497681,7.1545340573523575,3207.4559398436213,113,12.0,30,20,305,1.41,1.5698,0 days 00:17:18.683314000
326,1.0,6.378839802173972,3159.8410520885686,113,13.0,30,20,339,1.33,1.4807333333333337,0 days 00:44:55.989500000
327,0.9350738176387966,7.235198836672939,3106.618157009341,113,13.0,30,20,339,1.33,1.4807333333333337,0 days 00:11:47.728402000
328,1.0,3.123063609935965,3967.7766167177297,113,12.0,30,20,265,0.54,0.6012000000000001,0 days 00:47:52.280742000
329,0.7990593625094566,5.788245448394468,3225.7284441096344,113,12.0,30,20,265,0.54,0.6012000000000001,0 days 00:12:16.653954000
330,1.0,4.014311678706525,,113,14.0,30,20,271,0.56,0.6234666666666667,0 days 00:48:06.100088000
331,0.999958576498703,4.727911829250336,3366.5017427977978,113,14.0,30,20,271,0.56,0.6234666666666667,0 days 00:12:27.019922000
332,1.0,5.979729449247402,12093.597944189794,113,8.0,30,20,259,0.33,0.3674,0 days 00:47:56.076556000
333,0.5487744134871033,6.399850544927291,3718.18470048548,113,8.0,30,20,259,0.33,0.3674,0 days 00:12:40.331070000
334,1.0,3.138919951633537,5333.641723615353,113,11.0,30,20,267,0.65,0.7236666666666667,0 days 00:47:48.738134000
335,0.7069871730145655,7.521285759138175,3316.8757104550123,113,11.0,30,20,267,0.65,0.7236666666666667,0 days 00:12:12.138954000
336,1.0,2.0242422981340042,11610.887699627172,113,8.0,30,20,273,0.74,0.8238666666666666,0 days 00:45:23.718540000
337,0.5589473295183286,3.90023536048501,3677.340622430468,113,8.0,30,20,273,0.74,0.8238666666666666,0 days 00:11:53.512836000
338,1.0,2.142364106431008,21980.537152318677,113,6.0,30,20,298,0.06,0.0668,0 days 01:34:34.621027000
339,0.4292159446221293,7.412952513907541,4585.079490893685,113,6.0,30,20,298,0.06,0.0668,0 days 00:21:03.539640000
340,1.0,3.2322146478298373,17824.652010407757,113,6.0,30,20,313,0.2,0.22266666666666668,0 days 01:17:42.131491000
341,0.4858858232754261,2.3571147168689617,3972.7645470976936,113,6.0,30,20,313,0.2,0.22266666666666668,0 days 00:15:26.911233000
342,1.0,5.686207390301785,16842.463422408953,113,6.0,30,20,307,0.5,0.5566666666666666,0 days 00:52:59.281951000
343,0.5025661982478579,2.3161295423074,3865.8900997594737,113,6.0,30,20,307,0.5,0.5566666666666666,0 days 00:14:38.384425000
344,1.0,3.2474964730611013,16444.369431804564,113,6.0,30,20,306,1.37,1.5252666666666668,0 days 01:01:00.991552000
345,0.5089030797183408,6.702884436516308,3833.6218594180514,113,6.0,30,20,306,1.37,1.5252666666666668,0 days 00:15:26.459071000
346,1.0,7.9720084312428225,3173.5830244611693,113,13.0,30,20,312,1.05,1.169,0 days 01:04:41.753380000
347,0.9341304155427425,5.677214931353023,3118.9754723936403,113,13.0,30,20,312,1.05,1.169,0 days 00:16:05.023391000
348,1.0,4.080623337082193,3359.540921679032,113,14.0,30,20,299,0.34,0.3785333333333333,0 days 00:48:26.766459000
349,0.9967573800921288,5.112227718838039,3368.6430576195758,113,14.0,30,20,299,0.34,0.3785333333333333,0 days 00:12:42.879600000
350,1.0,2.1949539808383842,3234.6140769799213,113,13.0,30,20,272,0.44,0.4898666666666667,0 days 00:47:22.227981000
351,0.9208040619344762,7.164055841544455,3150.216424949027,113,13.0,30,20,272,0.44,0.4898666666666667,0 days 00:12:36.352418000
352,1.0,5.841595227441043,3325.4916984255715,113,14.0,30,20,266,0.62,0.6902666666666666,0 days 00:47:45.331345000
353,0.9999388761483704,6.587251050627624,3328.423076623175,113,14.0,30,20,266,0.62,0.6902666666666666,0 days 00:12:08.576572000
354,1.0,7.378406609157608,18972.18498486012,113,5.0,30,20,262,1.08,1.2024,0 days 00:46:48.122303000
355,0.4932144665638773,5.8967560317475725,3954.9452149624663,113,5.0,30,20,262,1.08,1.2024,0 days 00:12:00.451004000
356,1.0,7.895030313029635,5655.3407010138135,113,11.0,30,20,276,0.28,0.31173333333333336,0 days 00:49:03.346166000
357,0.693979670801348,7.6223330569783005,3362.2795888469645,113,11.0,30,20,276,0.28,0.31173333333333336,0 days 00:12:57.383314000
358,1.0,5.4491698720419155,3882.373405216704,113,12.0,30,20,289,1.25,1.3916666666666666,0 days 00:58:41.896066000
359,0.7964392889324908,3.7713088308724267,3144.3622572836152,113,12.0,30,20,289,1.25,1.3916666666666666,0 days 00:16:24.637556000
360,1.0,3.5619727994654165,19864.002886565082,113,5.0,30,20,316,0.28,0.31173333333333336,0 days 01:03:39.179433000
361,0.4777467680863138,2.028360971352671,4025.395664956705,113,5.0,30,20,316,0.28,0.31173333333333336,0 days 00:16:50.688380000
362,1.0,4.915544043106705,3299.9005948396452,113,14.0,30,20,302,0.76,0.8461333333333333,0 days 01:04:24.922876000
363,0.9979206756379464,5.232011485064599,3307.337412785126,113,14.0,30,20,302,0.76,0.8461333333333333,0 days 00:17:49.498977000
364,1.0,6.328487210067139,6041.583641048757,113,11.0,30,20,303,0.18,0.2004,0 days 01:14:55.441925000
365,0.6766893613484587,5.819314474335872,3394.749365729326,113,11.0,30,20,303,0.18,0.2004,0 days 00:18:30.035511000
366,1.0,2.7908719729366056,10508.499598028871,113,9.0,30,20,317,0.17,0.18926666666666667,0 days 01:09:01.736375000
367,0.5663984038053238,7.134106548988197,3678.301106047219,113,9.0,30,20,317,0.17,0.18926666666666667,0 days 00:17:59.914877000
368,1.0,6.7057413159118875,16519.126481347175,113,6.0,30,20,288,1.4,1.5586666666666666,0 days 00:57:42.161266000
369,0.5058537062301037,3.528213659674164,3799.350501361342,113,6.0,30,20,288,1.4,1.5586666666666666,0 days 00:16:19.662737000
370,1.0,2.8640854757466747,3891.645893014374,113,12.0,30,20,277,0.98,1.0910666666666666,0 days 00:58:30.109941000
371,0.8135019652850389,2.7216426424854623,3266.6966546265,113,12.0,30,20,277,0.98,1.0910666666666666,0 days 00:15:56.735103000
372,1.0,7.467059368743987,11487.48382784519,113,8.0,30,20,263,0.89,0.9908666666666668,0 days 00:48:00.548689000
373,0.5631859559849325,5.345278704969576,3704.255503619053,113,8.0,30,20,263,0.89,0.9908666666666668,0 days 00:12:14.844201000
374,1.0,5.447600309236722,3953.80522553928,113,12.0,30,20,275,0.59,0.6568666666666666,0 days 00:46:25.824650000
375,0.7991472394580391,2.2969317576442965,3214.7780484315635,113,12.0,30,20,275,0.59,0.6568666666666666,0 days 00:12:10.616366000
376,1.0,7.8983232528192975,5297.710361588379,113,11.0,30,20,261,0.6900000000000001,0.7682,0 days 00:47:24.814739000
377,0.7115907549374885,7.942040877572911,3345.85687317299,113,11.0,30,20,261,0.6900000000000001,0.7682,0 days 00:11:59.870991000
378,1.0,6.2613442872367955,9156.6761794987,113,9.0,30,20,249,1.15,1.280333333333333,0 days 00:45:06.802663000
379,0.5982132523909197,5.218670108720994,3559.7227144143926,113,9.0,30,20,249,1.15,1.280333333333333,0 days 00:11:51.244715000
380,1.0,3.4416861261963936,16588.813532321852,113,6.0,30,20,301,0.73,0.8127333333333333,0 days 00:57:16.728706000
381,0.5075512934880195,6.477760042266833,3872.502443074113,113,6.0,30,20,301,0.73,0.8127333333333333,0 days 00:12:35.224548000
382,1.0,2.037972839377577,14075.36657508587,113,7.0,30,20,315,1.39,1.5475333333333334,0 days 00:58:06.162813000
383,0.5243244889795492,3.7816776059329413,3675.5124971590776,113,7.0,30,20,315,1.39,1.5475333333333334,0 days 00:15:17.135335000
384,1.0,3.5800964505074697,13956.337741304093,113,7.0,30,20,329,1.33,1.4807333333333337,0 days 00:47:53.245662000
385,0.5299107549315323,5.9619289892515726,3734.504847393857,113,7.0,30,20,329,1.33,1.4807333333333337,0 days 00:11:55.778590000
386,1.0,2.6894276204809007,,113,6.0,30,20,328,0.71,0.7904666666666665,0 days 01:01:51.385049000
387,0.5083426666385752,3.88776915585125,3879.287280029876,113,6.0,30,20,328,0.71,0.7904666666666665,0 days 00:17:11.830128000
388,1.0,6.5838938477116535,7265.679743221563,113,10.0,30,20,314,0.47,0.5232666666666667,0 days 00:51:43.196971000
389,0.6412226527089757,5.669437761762763,3478.171502076715,113,10.0,30,20,314,0.47,0.5232666666666667,0 days 00:13:32.152295000
390,1.0,7.486223920815783,9069.414392670344,113,9.0,30,20,300,1.42,1.580933333333333,0 days 00:59:18.283501000
391,0.6022722115836197,7.988868954163082,3587.1089991036993,113,9.0,30,20,300,1.42,1.580933333333333,0 days 00:16:49.715330000
392,1.0,3.900713996331264,3889.8480065306585,113,12.0,30,20,248,1.03,1.1467333333333334,0 days 00:44:58.756593000
393,0.8055626609014457,2.813581739708324,3211.8358420863183,113,12.0,30,20,248,1.03,1.1467333333333334,0 days 00:11:46.529743000
394,1.0,6.637915791913097,7087.660155038288,113,10.0,30,20,260,1.32,1.4696,0 days 00:46:41.996492000
395,0.6403054585075205,5.832891632401953,3386.838289711418,113,10.0,30,20,260,1.32,1.4696,0 days 00:11:51.593380000
396,1.0,6.015910550211206,,113,11.0,30,20,274,1.12,1.2469333333333334,0 days 00:49:51.338851000
397,0.7118293240703593,4.9664774529248605,3312.4192397030183,113,11.0,30,20,274,1.12,1.2469333333333334,0 days 00:14:27.416842000
