delta,alpha,objective,time,car
202,4.33330407125123,1.0,9171.229335239632,0 days 00:12:25.335699000,82
203,7.8744795708679725,0.37528605030455103,1626.339251168312,0 days 00:03:07.843123000,82
204,2.2027951797689465,1.0,16038.783059406089,0 days 00:12:45.193811000,122
205,5.498153861207096,0.2867377082168451,1759.9986005531596,0 days 00:03:01.295882000,122
206,5.328153641104131,1.0,12287.252993102267,0 days 00:11:02.357120000,55
207,2.0575928830899155,0.29868783317992165,1668.2927503993174,0 days 00:02:37.980807000,55
208,4.4673209276579025,1.0,10146.72804412622,0 days 00:11:55.453603000,41
209,2.885561553309066,0.3089635424300528,1538.7045444688129,0 days 00:03:01.309588000,41
210,4.2387474250684685,1.0,8919.540602158771,0 days 00:12:28.723488000,69
211,7.589214699905272,0.2816600641378268,2833.746123048237,0 days 00:03:09.703216000,69
212,4.909674739822512,1.0,19046.930963469174,0 days 00:12:17.096549000,68
213,7.361836607772272,0.29636413768002984,1471.7607616702594,0 days 00:03:08.800862000,68
214,5.714369306686621,1.0,18823.189877445937,0 days 00:11:59.791796000,40
215,5.682843573326839,0.16445599180999546,,0 days 00:03:02.240150000,40
216,2.3477432303083807,1.0,6497.346222974426,0 days 00:11:05.079661000,54
217,4.251847535068509,0.2995614048422713,2486.2552482547176,0 days 00:02:38.947914000,54
218,2.903015677218857,1.0,4788.859469983679,0 days 00:13:44.598947000,83
219,2.924570945332948,0.26337340044795765,3189.1624533497634,0 days 00:03:14.266388000,83
220,3.879224560628573,1.0,10802.79233799003,0 days 00:13:02.016227000,123
221,4.70575655792916,0.12813527680574016,,0 days 00:03:04.046846000,123
222,6.665759395096254,1.0,10745.935782423596,0 days 00:13:52.862267000,137
223,6.415802652857209,0.31372542007780224,2558.3557828734083,0 days 00:03:44.416136000,137
224,7.77470344510929,1.0,14446.178428094858,0 days 00:14:06.745137000,97
225,2.0860544542833432,0.07530095865748639,,0 days 00:03:39.458771000,97
226,7.5065132288073775,1.0,11996.45639477217,0 days 00:13:33.620881000,2
227,6.943751090972293,0.32059977503476544,1168.654668869794,0 days 00:03:16.357089000,2
228,5.512236848060135,1.0,13078.518466633144,0 days 00:12:27.101521000,112
229,7.08010945081018,0.2810357616932871,2301.298737623551,0 days 00:03:12.759073000,112
230,2.007752503163971,1.0,10759.916580992962,0 days 00:10:53.392204000,106
231,6.455578165428574,0.2878812050399445,2087.1642064374987,0 days 00:02:38.890196000,106
232,2.685929114051958,1.0,18793.788249149733,0 days 00:12:02.847947000,59
233,5.419032174139769,0.2942043405241763,2243.267899836119,0 days 00:03:13.185222000,59
234,4.673359520912432,1.0,11104.59796317082,0 days 00:12:18.652489000,71
235,3.115140845875381,0.2920743018384954,1959.4100456484616,0 days 00:03:08.717781000,71
236,3.9489527686667345,1.0,13026.767205002627,0 days 00:12:30.171273000,65
237,7.393456511156518,0.2896686006821835,1658.3109491654868,0 days 00:03:10.888006000,65
238,7.85057844525641,1.0,17212.07452145969,0 days 00:13:17.616247000,64
239,2.2408649892574357,0.26225522983874605,2578.971425888759,0 days 00:03:10.811001000,64
240,4.2044898853621815,1.0,6412.223602038479,0 days 00:12:17.079561000,70
241,4.233408651276342,0.09976890011504327,,0 days 00:03:06.839072000,70
242,7.501055413866215,1.0,11114.697860238102,0 days 00:11:02.134335000,58
243,6.061299347659501,0.2670090539230909,3014.660270113216,0 days 00:02:38.680673000,58
244,3.535941675851764,1.0,4154.066733998026,0 days 00:10:43.234334000,107
245,7.979647969671209,0.2641958004465593,3341.089516834585,0 days 00:02:36.360506000,107
246,2.266922258669576,1.0,16240.157232382786,0 days 00:10:58.835775000,113
247,3.4803009672251104,0.36824233206480705,2463.982252419809,0 days 00:02:31.733535000,113
248,4.664589841812204,1.0,18212.97119546241,0 days 00:13:09.358972000,3
249,5.58856435778879,0.3395911192168777,1462.4872838417728,0 days 00:03:20.101975000,3
250,2.4679513416318555,1.0,7060.60592955883,0 days 00:13:24.545583000,1
251,6.2828337993504935,0.031134409189791462,,0 days 00:03:16.670306000,1
252,2.5614532910267376,1.0,13725.48465852459,0 days 00:13:53.025260000,99
253,2.751408678290481,0.3049294699024297,2926.4564401911766,0 days 00:03:39.373831000,99
254,6.08560447678403,1.0,15026.412559990249,0 days 00:13:54.227562000,139
255,6.7594161126184416,0.3203649308387992,1139.544999667075,0 days 00:03:41.385003000,139
256,3.766811050572224,1.0,14064.440527624023,0 days 00:10:49.519058000,105
257,5.129313350894999,0.3450952355864289,1655.1932461535973,0 days 00:02:37.932054000,105
258,3.720243009327089,1.0,10572.138321187209,0 days 00:10:49.135513000,111
259,5.4135190285825185,0.05132061895641207,,0 days 00:02:36.050742000,111
260,3.130199535535348,1.0,11774.951543344498,0 days 00:12:32.947628000,66
261,7.034371678289964,0.04967205797750762,,0 days 00:03:09.499463000,66
262,3.2121775689686265,1.0,4359.659103273999,0 days 00:12:19.757556000,72
263,3.7526568110315766,0.2969034970003294,2222.339306073761,0 days 00:03:09.073803000,72
264,6.926023214159825,1.0,16954.098239953808,0 days 00:12:26.315489000,73
265,3.387852593492896,0.2759784696695469,2097.802271059525,0 days 00:03:09.437176000,73
266,3.9910995576774035,1.0,16020.020158399087,0 days 00:12:23.022904000,67
267,3.287121754109924,0.2909060324992259,2350.432415921063,0 days 00:03:09.442459000,67
268,3.1856971084499266,1.0,10989.971618550851,0 days 00:10:46.535309000,110
269,6.0300501663586425,0.3639484583193721,1575.6836352511878,0 days 00:02:36.150914000,110
270,4.734082351121375,1.0,18897.127900935757,0 days 00:10:57.859206000,104
271,5.25427339116424,0.33148362269441617,2636.201646437121,0 days 00:02:39.165851000,104
272,2.606971742725372,1.0,9285.545664489448,0 days 00:13:48.933229000,98
273,7.51408244723889,0.2924425840064085,1879.3079147378405,0 days 00:03:37.060582000,98
274,4.616561947847934,1.0,13488.538970978558,0 days 00:13:44.174085000,138
275,7.052177797130097,0.3257043691399341,1719.83496098206,0 days 00:03:39.535263000,138
276,5.296312916307891,1.0,22551.22953629204,0 days 00:13:08.017383000,4
277,3.9570349988271625,0.3085799208676618,1271.0507454387841,0 days 00:03:20.682768000,4
278,7.6563046432711435,1.0,14395.24259064466,0 days 00:14:06.564770000,100
279,5.758989915454454,0.3587195152356764,1832.2805410512485,0 days 00:03:40.266771000,100
280,7.447387806164242,1.0,9730.606674503428,0 days 00:11:02.769674000,114
281,4.434662982614708,0.3960914683900129,1736.1993917343498,0 days 00:02:33.186740000,114
282,4.2945896673703405,1.0,13041.749149723879,0 days 00:12:22.187744000,88
283,7.22129905905002,0.3233078761024025,2063.111894341818,0 days 00:02:59.624742000,88
284,5.16914441892699,1.0,15623.473802737546,0 days 00:12:05.429600000,128
285,4.087590773370689,0.2704996697985712,3463.1594807793763,0 days 00:03:06.717138000,128
286,7.98721747471264,1.0,14407.26128347069,0 days 00:13:17.983088000,63
287,3.861667535993116,0.07073190145697096,,0 days 00:03:10.176481000,63
288,6.503876621280228,1.0,9567.856877641012,0 days 00:12:17.577615000,77
289,7.896993367776271,0.10474192482208816,,0 days 00:03:08.454469000,77
290,7.184750421176367,1.0,12477.339437426,0 days 00:12:19.004000000,76
291,3.365191096186795,0.29125489691640505,2368.4286694722555,0 days 00:03:07.414767000,76
292,6.352908782015621,1.0,14748.058129690735,0 days 00:11:02.217050000,62
293,6.366734351040352,0.2955347825767313,2174.5217031408524,0 days 00:02:37.099539000,62
294,3.9918917387650583,1.0,8371.807676628945,0 days 00:13:59.262040000,89
295,2.2949497978276217,0.282853987168176,2103.756705077102,0 days 00:03:41.172857000,89
296,3.94969719069182,1.0,15605.247783953197,0 days 00:12:11.342240000,129
297,7.320258831814733,0.2957136660242927,2787.5293658898327,0 days 00:03:08.031557000,129
298,6.5223187813012276,1.0,12836.76311399723,0 days 00:12:17.497512000,115
299,5.039762654191809,0.032545393645842094,,0 days 00:03:09.320735000,115
300,5.7825844664373705,1.0,9855.784865625306,0 days 00:13:44.502205000,101
301,2.944289157860108,0.299689581026204,1928.2172046234618,0 days 00:03:41.385035000,101
302,3.5762320428562404,1.0,7797.028257927775,0 days 00:12:20.406243000,5
303,7.224965340603237,0.3595503641097989,1210.5572697835166,0 days 00:03:10.436081000,5
304,6.914684671621607,1.0,3982.665561023335,0 days 00:13:05.121104000,7
305,6.704060196209708,0.3037794323441784,1877.0813367218757,0 days 00:03:18.582764000,7
306,7.194123780614504,1.0,11764.924831349485,0 days 00:12:09.200010000,117
307,5.5209745843440885,0.3375200943802119,1323.6418932792014,0 days 00:03:08.228919000,117
308,6.0849378433221615,1.0,10405.459542299082,0 days 00:10:39.660118000,103
309,6.527414765264624,0.3133826458497655,2002.3970647254391,0 days 00:02:36.711729000,103
310,4.876873191616769,1.0,14911.499339608401,0 days 00:12:21.541196000,74
311,6.542970448352501,0.2906308306074293,1861.7506600334848,0 days 00:03:09.468954000,74
312,2.3748335482825067,1.0,13730.725891667827,0 days 00:10:58.352355000,60
313,2.389056750901374,0.17476277494742873,,0 days 00:02:36.502694000,60
314,2.8528493181434795,1.0,14446.882448599681,0 days 00:12:12.345800000,48
315,4.790874131999462,0.3068514232521349,1611.2830378431995,0 days 00:03:03.270784000,48
316,4.489363081407529,1.0,13153.809618473622,0 days 00:11:56.877384000,49
317,7.6434331904705575,0.30810714141726864,1653.3101736140247,0 days 00:03:01.527209000,49
318,5.4801814498378745,1.0,12367.944840324975,0 days 00:10:59.451727000,61
319,5.665879537129935,0.0377715735178185,,0 days 00:02:36.797193000,61
320,3.890739921170287,1.0,8865.469110583652,0 days 00:12:27.332951000,75
321,6.897551472818557,0.11615617512349008,,0 days 00:03:09.672285000,75
322,3.811800510320208,1.0,13447.184509061382,0 days 00:13:44.670021000,102
323,5.177992268659503,0.19440628675872013,,0 days 00:03:40.740307000,102
324,2.9472022473086747,1.0,12675.67327006782,0 days 00:12:06.911523000,116
325,6.80723742512272,0.2719577092120577,3204.5128896287797,0 days 00:03:06.712357000,116
326,3.2690540636722227,1.0,,0 days 00:13:03.136853000,6
327,3.1696645057820954,0.2069127884875768,,0 days 00:03:18.447242000,6
328,4.8084259615077505,1.0,22576.663136530253,0 days 00:10:56.428384000,159
329,5.641881308362691,0.06975652071477785,,0 days 00:02:43.344198000,159
330,6.523397485506419,1.0,80837.94660881387,0 days 00:11:55.981207000,171
331,7.847852098744398,0.28409589975197264,1673.8476489704667,0 days 00:03:01.482067000,171
332,6.776669551526929,1.0,27220.51737744756,0 days 00:11:11.079406000,165
333,7.480307462066532,0.2961170496071913,1450.4346204772742,0 days 00:02:33.335453000,165
334,7.3693637863012516,1.0,,0 days 00:11:02.064159000,12
335,4.907195867256179,0.017611348840516117,,0 days 00:02:37.975492000,12
336,7.365113428634814,1.0,,0 days 00:11:03.189405000,13
337,6.7421177227205655,0.3477491361435951,559.8659470650911,0 days 00:02:38.418976000,13
338,3.2865404872283044,1.0,15073.635045758037,0 days 00:11:06.982298000,164
339,5.717925666379228,0.31387893762355523,2333.561992992176,0 days 00:02:31.750498000,164
340,5.4221153599274325,1.0,10697.438595294783,0 days 00:12:16.552069000,170
341,7.125381205723606,0.29062467694338845,1522.660741350315,0 days 00:03:05.180136000,170
342,4.006886629107435,1.0,14372.354563548897,0 days 00:10:57.024418000,158
343,7.131722581981938,0.3107813961706626,2228.711914486613,0 days 00:02:43.132582000,158
344,6.680235586597479,1.0,12199.88463708309,0 days 00:11:10.781418000,166
345,7.863234217936116,0.32582169961073115,2402.6832825687325,0 days 00:02:32.621641000,166
346,5.7832321981592925,1.0,15297.503787773383,0 days 00:11:54.126104000,172
347,5.687424530063758,0.28941729986694426,3101.161257810611,0 days 00:03:02.147763000,172
348,4.624810209571908,1.0,10648.724785837643,0 days 00:12:42.810475000,199
349,3.212537375384507,0.3060358579190145,1782.2503502272486,0 days 00:03:02.067928000,199
350,7.883040729508848,1.0,19710.505600665965,0 days 00:11:53.167002000,39
351,2.4203978873590355,0.032257420458710634,,0 days 00:02:59.271766000,39
352,6.1727327271330035,1.0,7574.151895462999,0 days 00:11:04.750301000,11
353,5.062242067661241,0.31938620910719034,1133.0813845530395,0 days 00:02:38.465727000,11
354,3.977608079904543,1.0,30741.61333942471,0 days 00:11:06.556112000,10
355,2.6088242714429475,0.2963853944501207,3036.5049263517712,0 days 00:02:38.984887000,10
356,5.874624766239824,1.0,15268.74738155501,0 days 00:12:49.141961000,198
357,5.110916102825472,0.3094675117621521,1173.5364572844414,0 days 00:03:02.515441000,198
358,7.2099358365567126,1.0,11636.85009477475,0 days 00:12:01.387339000,38
359,6.381729460785196,0.2932335345732609,2230.187476693151,0 days 00:03:02.524150000,38
360,3.2483465473969093,1.0,14190.594210387117,0 days 00:12:00.962284000,173
361,6.1450363242979575,0.05104732596691738,,0 days 00:03:01.596832000,173
362,4.3992519605790985,1.0,15687.833123891774,0 days 00:11:56.310451000,167
363,6.028317960064896,0.3039885010482295,2559.919990900711,0 days 00:03:01.808737000,167
364,7.531553428290797,1.0,14537.815219776852,0 days 00:11:07.053657000,163
365,7.839361991746154,0.2977909613596081,2081.246910177447,0 days 00:02:31.122882000,163
366,7.752541602064277,1.0,9961.337495258527,0 days 00:12:22.499928000,177
367,2.539276704992946,0.2926935528323587,3553.271412437904,0 days 00:03:05.056863000,177
368,2.376270981536869,1.0,,0 days 00:11:04.808953000,14
369,4.7462335212843,0.3118950124458409,1115.1985583959495,0 days 00:02:39.321028000,14
370,6.394838383423287,1.0,12717.392199277368,0 days 00:12:07.194871000,188
371,6.170845387944388,0.32469185855737304,2530.0348047025477,0 days 00:02:52.755228000,188
372,5.8619174937480185,1.0,33259.374161591586,0 days 00:14:00.475580000,28
373,3.4702909456528674,0.31901500196269816,1015.1391608929454,0 days 00:03:38.828658000,28
374,2.391159604363435,1.0,23196.521128210992,0 days 00:11:48.246867000,189
375,5.204578447193995,0.3020989417677908,2673.2367410308248,0 days 00:02:47.505783000,189
376,2.64763225982706,1.0,,0 days 00:14:12.732697000,29
377,6.650648462889174,0.34222800736527004,653.8246533384955,0 days 00:03:39.519821000,29
378,2.3304548326389516,1.0,,0 days 00:11:04.035436000,15
379,4.42649413488525,0.34014256986905583,702.3560152620324,0 days 00:02:38.829226000,15
380,5.529774996246909,1.0,10903.889072320157,0 days 00:11:56.207560000,176
381,4.263277605252462,0.313486182746026,1979.8990644425962,0 days 00:03:01.383062000,176
382,3.0422113809327076,1.0,17495.21650564663,0 days 00:12:16.719239000,162
383,4.339071581092548,0.3130556667943605,2091.7691931702943,0 days 00:03:15.503935000,162
384,2.751493094138171,1.0,15515.907825912229,0 days 00:12:54.923795000,200
385,5.391777100639641,0.1186772297968709,,0 days 00:03:01.786704000,200
386,5.601973734863988,1.0,9549.37519171774,0 days 00:12:00.453782000,174
387,3.724118404607453,0.3267453619879821,3292.4419874334694,0 days 00:03:03.095836000,174
388,4.5880299191527225,1.0,12231.879072761245,0 days 00:13:14.177353000,160
389,2.47347044277256,0.3028450236973105,2123.2542760350048,0 days 00:02:53.237138000,160
390,7.8289101883263745,1.0,16903.47396680146,0 days 00:14:22.025018000,148
391,2.8246743300307893,0.2867014448556821,2435.2363193009805,0 days 00:03:40.856167000,148
392,2.44780483281912,1.0,,0 days 00:11:04.806732000,17
393,4.2932248173689285,0.2943999713311269,1211.5577691482354,0 days 00:02:39.131330000,17
394,2.6027130130942746,1.0,15409.803814870813,0 days 00:11:09.360058000,16
395,2.895918493666107,0.3116410704273763,1352.2927753794106,0 days 00:02:39.736846000,16
396,7.387491838621732,1.0,13259.407815553192,0 days 00:14:02.138988000,149
397,5.604291806476203,0.3120764924573213,1632.4235562883666,0 days 00:03:37.957869000,149
398,2.6592046177853685,1.0,65782.25007507786,0 days 00:13:15.806062000,161
399,7.665263604411447,0.2946688165867936,1340.740170121758,0 days 00:02:53.874004000,161
400,7.473081537721293,1.0,16813.940793768576,0 days 00:12:06.974511000,175
401,5.554176013621868,0.2891954229231388,2529.8873402034287,0 days 00:03:03.746014000,175
